0.098, 
0.098, 
0.098, 
0.1131, 
0.1086, 
0.1086, 
0.1087, 
0.1055, 
0.1056, 
0.1091, 
0.109, 
0.109, 
0.109, 
0.1124, 
0.1125, 
0.1115, 
0.1115, 
0.1135, 
0.1136, 
0.1134, 
0.113, 
0.1131, 
0.113, 
0.1121, 
0.1118, 
0.1138, 
0.1134, 
0.1129, 
0.1128, 
0.1282, 
0.1281, 
0.1284, 
0.1282, 
0.1465, 
0.1466, 
0.147, 
0.149, 
0.1678, 
0.1701, 
0.1709, 
0.1835, 
0.1926, 
0.1954, 
0.1938, 
0.1959, 
0.2019, 
0.204, 
0.2043, 
0.2056, 
0.1956, 
0.1958, 
0.1961, 
0.1963, 
0.2067, 
0.2083, 
0.2089, 
0.2093, 
0.2258, 
0.2261, 
0.2257, 
0.2285, 
0.2216, 
0.2214, 
0.2177, 
0.2178, 
0.1867, 
0.1864, 
0.1858, 
0.1858, 
0.1718, 
0.1716, 
0.1682, 
0.1683, 
0.1456, 
0.1457, 
0.1457, 
0.1457, 
0.1289, 
0.1292, 
0.1287, 
0.1293, 
0.1335, 
0.136, 
0.1402, 
0.1493, 
0.1493, 
0.2989, 
0.3666, 
0.3757, 
0.3757, 
0.3785, 
0.3904, 
0.3939, 
0.3918, 
0.3923, 
0.4057, 
0.4081, 
0.4226, 
0.4266, 
0.434, 
0.4392, 
0.4629, 
0.4639, 
0.4858, 
0.4875, 
0.5513, 
0.5514, 
0.5534, 
0.5534, 
0.5463, 
0.5464, 
0.5458, 
0.5462, 
0.5413, 
0.5415, 
0.5384, 
0.5384, 
0.5315, 
0.5316, 
0.5316, 
0.5318, 
0.5318, 
0.5317, 
0.5462, 
0.5467, 
0.5466, 
0.547, 
0.5481, 
0.5487, 
0.5504, 
0.5503, 
0.5527, 
0.553, 
0.5431, 
0.5434, 
0.5417, 
0.5424, 
0.4953, 
0.4959, 
0.4941, 
0.4945, 
0.4459, 
0.4476, 
0.4458, 
0.4469, 
0.4445, 
0.4467, 
0.4525, 
0.4588, 
0.4588, 
0.4705, 
0.4916, 
0.4922, 
0.4924, 
0.503, 
0.5098, 
0.5283, 
0.5285, 
0.53, 
0.5512, 
0.554, 
0.554, 
0.5704, 
0.5741, 
0.5853, 
0.5853, 
0.5853, 
0.5915, 
0.6077, 
0.6077, 
0.6325, 
0.633, 
0.6373, 
0.6373, 
0.6384, 
0.6494, 
0.6547, 
0.6547, 
0.6817, 
0.6841, 
0.7023, 
0.7023, 
0.7028, 
0.7077, 
0.7086, 
0.7087, 
0.75, 
0.7523, 
0.782, 
0.7824, 
0.7829, 
0.7942, 
0.7953, 
0.7969, 
0.8186, 
0.8243, 
0.8388, 
0.8413, 
0.8413, 
0.8524, 
0.8526, 
0.8559, 
0.8644, 
0.8686, 
0.8756, 
0.8794, 
0.8795, 
0.8867, 
0.887, 
0.8895, 
0.8924, 
0.8953, 
0.8965, 
0.8978, 
0.8987, 
0.8997, 
0.8995, 
0.9024, 
0.9031, 
0.9055, 
0.9065, 
0.9098, 
0.91, 
0.9121, 
0.9124, 
0.9133, 
0.9134, 
0.9142, 
0.9142, 
0.9142, 
0.9153, 
0.9155, 
0.9168, 
0.9168, 
0.9168, 
0.9168, 
0.9168, 
0.9168, 
0.9177, 
0.9177, 
0.9181, 
0.9181, 
0.9182, 
0.9182, 
0.9182, 
0.9182, 
0.9185, 
0.9185, 
0.9186, 
0.9186, 
0.9186, 
0.9186, 
0.9186, 
0.9186, 
0.9189, 
0.9189, 
